Gene	log10p	es
2458	POU5F2	0.0115785911018051	0.131328715550251
2459	DNAJC21	0.704973111278928	-0.0743272486381592
2460	GRPEL2	0.204261138339564	-0.102068204221669
2461	TMEM171	0.0641938434500128	0.00985089731760242
2462	TMEM174	0.0127915108139939	0.0543350531720056
2463	LSM11	0.416562341015439	0.0258366669876697
2464	POC5	0.531827897297545	-0.0408626339215352
2465	GPR151	1.02510255056011	-0.146833743566665
2466	STARD4	0.0374888254695097	0.00342467344075577
2467	WDR36	0.515931004336883	-0.878136086844533
2468	COX6C	1.3726660655786	-0.169705294841099
2469	UBLCP1	1.14877570984605	0.0340054229213357
2470	ACOT12	0.527631758219672	-0.00603814896809583
2471	SHROOM1	0.478321497521962	0.0279328553164657
2472	C5orf24	0.449806041310601	-0.0221179047096044
2473	COX7A1	1.3474940774953	0.00221662688412694
2474	ADAT2	0.117638428673004	-0.0048292453597994
2475	COX7A2	0.594035910152058	-0.110642615841335
2476	IRAK1BP1	0.481893585415569	0.117731813877355
2477	CLVS2	0.316896354665864	0.185019939549804
2478	TAAR9	0.339728303688908	-0.0862320452414774
2479	TAAR1	0.250330086793075	0.0128296033499817
2480	COX7B	0.296456266977099	0.057479061132166
2481	STXBP5	0.561601568786543	0.0511474657883951
2482	ADORA2A	1.13275830469837	-0.0480230916394727
2483	COX7C	0.59068676279011	-0.182321089146064
2484	COX8A	0.0787473239891085	-0.0268376515359289
2485	NCOA7	0.54022567892397	0.0131694492642271
2486	HINT3	0.170767671180472	-0.313054151407577
2487	PACRG	0.439748996484258	0.0161820454558622
2488	B3GAT2	1.34699132148114	0.0238905249760299
2489	SDHAF4	0.383085624395233	0.160422658285089
2490	COX10	0.0955093756584357	-0.0283292730916454
2491	CD109	1.76525762803059	-0.125249575137463
2492	RAET1E	0.959532667991509	0.00542152567855403
2493	PM20D2	0.00416314050476583	-0.0370661669636748
2494	SRSF12	0.627747294660036	-0.0776325001112709
2495	COX11	0.176629869385679	-0.230585194709653
2496	HUS1B	0.151461513399119	0.0144753667429496
2497	COX15	0.448313304171708	0.0132571855234878
2498	CP	0.264982179426774	0.0964781598925953
2499	TRIM40	0.511158452989708	-0.0774171276191611
2500	DPCR1	0.959222987574252	-0.0397205534227339
2501	CPA1	0.296096349005389	-0.0480979312836907
2502	CPA2	1.46658034247642	0.0496944660676032
2503	TRIM50	0.0103315257151672	-0.035815074105492
2504	CPA3	0.33998141959245	0.0406802918260916
2505	TMEM139	0.300516730523035	0.00552891819933596
2506	NOBOX	0.174206109970198	0.12032699776028
2507	OR2A14;OR2A2	1.04208458648661	0.15315764817712
2508	ADORA2B	0.445735524939621	0.00814958563740491
2509	CPB1	0.374555796209502	-0.00350771397589929
2510	ZNF786	0.275095147978975	0.0907549411078923
2511	CPB2	1.10968784385206	0.0421145974617505
2512	CPD	1.35532217744694	0.0392149460895216
2513	COL26A1	0.129024245186197	-0.0924798865086147
2514	PRSS37	0.522752777789781	-0.1422327225537
2515	KLF14	0.562594841298453	0.0849228484889043
2516	C7orf57	0.0402184271082551	0.0899262890915558
2517	CPE	0.211109089717314	-0.103149491883498
2518	SVOPL	0.046294702471916	-0.0217556278855394
2519	MTPN;LUZP6	0.32165443589206	-0.0863151089795546
2520	LRGUK	0.281420786149006	-0.0261241861057976
2521	ASB10	0.924979763638594	-0.165194896222437
2522	CLDN4	0.203038529412939	0.0207761674277498
2523	CLDN3	0.133869176697277	0.0490219898796764
2524	PRSS58	0.670655546994415	-0.0805608436240964
2525	CLDN7	0.235204400675549	0.100540458860792
2526	MPLKIP	0.0575502444161425	-0.0856014440238684
2527	CPM	0.0589955493526866	-0.0217628050116941
2528	SSC4D	0.182485651655161	0.0487209743365984
2529	C7orf31	0.241092333023931	-0.00412462156805666
2530	CPN1	0.687149164121345	-0.0176831984568067
2531	ASZ1	0.401337861606451	0.0190407659475024
2532	CPN2	0.215222226414996	-0.0098363925742709
2533	CLDN23	0.402042808088137	0.0921704689141914
2534	CPOX	0.0374582305610802	0.0417815963969828
2535	CCDC26	0.22343087919385	-0.101352639418797
2536	ZNF572	0.37892019168959	0.0290151335996178
2537	CPS1	0.906628664309814	-0.00548249691560132
2538	GOT1L1	0.477126227515568	-0.042930466232651
2539	FAM92A	0.286874474563471	0.0963647319351244
2540	CPT1A	0.57452230373425	-0.00312404302803
2541	VPS37A	0.712179046244245	0.00770859662786988
2542	CPT1B	0.222206665478668	-0.0100950123925984
2543	CPT2	0.23732813090886	-0.0622216240348095
2544	NDUFAF6	0.121772669361352	0.092468964116726
2545	TMEM68	0.184548564354057	0.00766168153539993
2546	ABRA	0.0986057089681926	0.0245380665190735
2547	CR1	0.396519609124827	-0.167064870099346
2548	NKX2-6	0.00560429546083944	0.00650453379529964
2549	TMEM71	0.75428959130615	-0.0150198701810912
2550	SGCZ	0.236135764723646	-0.137594528411982
2551	ADHFE1	0.0769076914626114	-0.0147892693920665
2552	UBXN2B	0.480697351504008	-0.2042456955255
2553	CR1L	0.795972857212891	0.0261830609079669
2554	PXDNL	0.355987002211601	-0.0248474295179483
2555	GPAT4	0.00694566178462731	0.0505596474742016
2556	UNC5D	0.0339493002652764	-0.0476786997676082
2557	LETM2	0.35009644815136	-0.0787406930520893
2558	CR2	1.31078680006328	0.0301222076069292
2559	DCAF4L2	0.838900875567468	-0.0141291818843088
2560	RALYL	0.493106506240614	0.0827983631015204
2561	RNF183	0.256584628410372	-0.0713769134561018
2562	CRABP1	0.869754852819645	-0.0931147613101429
2563	NACC2	0.251810450681977	-0.0914190883671344
2564	CRABP2	0.56891453923603	-0.00882384107602901
2565	C9orf85	1.2775876877374	-0.106771796130904
2566	C9orf135	0.492297941952477	0.077880810343373
2567	LCN8	1.61608769083488	-0.0494644801294925
2568	FAM69B	0.948695346434989	-0.0645091083604707
2569	CRAT	0.859916880858721	-0.0156860082305258
2570	PTRH1	0.0420504906288358	0.0217324830830867
2571	PIP5KL1	0.747445418249415	0.0407951933286843
2572	TAF1L	0.559561213771858	-0.113230230110086
2573	CREB1	0.393595270074889	-0.0329306136305419
2574	ATF2	0.0562041145790559	0.00629156795526262
2575	PTPDC1	1.15912473741487	0.00158313454230059
2576	ANKRD19P	0.133729993813611	0.130672906674817
2577	CREBBP	1.5187427509835	-0.0204181108309836
2578	ARID3C	1.22472550796143	-0.0322878843899983
2579	C9orf131	0.418312452329494	-0.0520441286594154
2580	ATF6B	0.0789374218273275	0.0242103209641013
2581	OR13C3	0.545398050006428	-0.00743354620537518
2582	OR1N2	0.427640281746373	0.0423207788957413
2583	CREBL2	0.564605601315205	-0.0561955017893105
2584	CREM	0.620064554748275	-0.0699472373723034
2585	SLITRK4	0.785099249214491	-0.070627729966199
2586	MAGEC3	0.671108239732948	-0.0772776356666229
2587	BEND2	0.088825704802319	0.0115675544510528
2588	PASD1	1.04433248619369	-0.131085406204477
2589	DCAF12L1	2.27740952612954	-0.142927900154242
2590	DGKK	0.0732215172958001	-0.00574735404989131
2591	CRH	1.17422102135246	0.0232284115944492
2592	MAP2K4P1	0.634443734629563	0.150284919191558
2593	MUM1L1	0.22206176390429	-0.0849810060086844
2594	FAM199X	0.108756094900216	-0.009874999301776
2595	AMER1	0.0436046863817102	-0.557148216011186
2596	CRHBP	0.149703021889381	0.0700570959207214
2597	APOOL	0.308598614736156	-0.0637915193677592
2598	HDX	0.0610529924630833	-0.630300771906482
2599	FUNDC1	1.45418232146551	0.160205591861493
2600	ADGRG4	0.382725239829722	-0.559254898119934
2601	PTCHD1	0.326753319515415	-0.0619759419409411
2602	MAGEB10	0.0456406486985703	0.00254641408299462
2603	DCAF8L1	0.148625282935219	-0.1703407841166
2604	CRHR2	0.120987035518723	-0.00920900337344494
2605	OTUD6A	0.147176602000285	0.076674209909996
2606	UPRT	0.599184726459825	0.0504160740472045
2607	MAGEE2	0.311232358510891	-0.157323993486623
2608	FOXR2	0.271918243027145	0.00203917527215165
2609	GAB3	0.0633930713365798	0.177094529893444
2610	PNCK	1.39365994737487	-0.1281382954131
2611	ACTRT1	0.940446371561123	0.0161770724383255
2612	GPR119	0.514725092295856	-0.0595888521317363
2613	PAGE3	0.0831111479131621	-0.0588052737637276
2614	CRK	0.375278816320894	-0.0258359130175778
2615	RBMXL3	0.13357627506056	-0.054378276956917
2616	DOCK11	0.783700591703927	-0.0367120574331568
2617	SPIN4	0.989081597628267	0.0673780512416114
2618	CRKL	0.213015216042026	-0.19991648084175
2619	AAMP	2.46839350906769	-0.577804680849193
2620	ADORA3	0.165585992322108	0.0786349885459769
2621	CRMP1	0.731773677880407	0.0114491439104482
2622	RPS4Y2	1.11137384721572	-0.0458277311388219
2623	CRP	0.00862906450153507	-0.010503096287427
2624	HAPLN1	0.526586183373702	-0.108688006469008
2625	RNF113B	0.759094284222549	-0.0542953355907814
2626	MUC17	0.370791795123744	0.0884729248718757
2627	ASB11	0.433172652767446	-0.0383286299047248
2628	ASB5	0.392256319420336	0.0500776589345974
2629	ASB6	0.147139426766735	0.121685677502142
2630	ASB7	0.0989442084648087	0.0455664623571823
2631	ASB8	1.02338238050114	0.203349835864903
2632	ASB9	0.0464818568074594	-0.00682949777747065
2633	MYL6B	0.25675090440113	-0.0452013610970527
2634	ZNF358	0.24309163779189	-0.087668780003599
2635	MYO3B	0.0559111839161414	-0.0137945964987887
2636	RNF32	0.137785634451793	0.0147049268196753
2637	APOBEC3D	0.579958653170319	-0.0197381682619508
2638	S100A16	0.0901996457332417	0.0581912548036969
2639	CHODL	0.0858212180250059	-0.0803928042125484
2640	CRX	0.247210807861126	-0.0380295606093301
2641	SELENOM	1.66218465050816	-0.327873300681946
2642	NEK7	0.150022489336637	-0.0742259111355534
2643	ZFP28	0.103856596333467	0.111787114137124
2644	ACTRT2	0.543529251742841	-0.0117926227318728
2645	GATA5	0.537763616366161	-0.0106358605239235
2646	SLC32A1	0.699462503884606	-0.0123420933501841
2647	BPIFA2	0.494991071863101	-0.0343998116026493
2648	ZBTB46	0.557945740382671	0.0101067215306893
2649	WFDC3	0.0390928038932548	-0.256003279750366
2650	NOL4L	0.223984539469208	-0.195195522871147
2651	CBLN4	0.989529292748119	-0.0475515939746819
2652	CTCFL	0.669284651931507	-0.130897032684024
2653	TRIM69	0.1126753611405	-0.00883038312323229
2654	MROH8	0.143981960867575	0.0359581740650788
2655	ABHD16B	0.913681159956832	0.0285311966174411
2656	RIMS4	0.127045385076328	0.00486841325750819
2657	ANKRD60	0.743367126447108	0.10068896690275
2658	SUN5	0.575562112865707	-0.011771889115353
2659	DYNLL2	0.043454968479612	-0.0974240600366961
2660	UBE2F	0.108653074204635	0.00153811976636308
2661	ADAMTS14	0.501748154326547	0.135395219514805
2662	NRSN1	0.0843016119685946	0.17822094880244
2663	SMCR8	0.105213939206843	0.0447434813003542
2664	CRY2	1.85519250016987	-0.0452133709408794
2665	RPL10L	1.53427204666218	0.173968406934834
2666	TRPM6	0.076630885926057	0.040934509357795
2667	KRT72	0.0112906555676601	0.203127101908882
2668	SRXN1	0.220993571756999	0.0108372675588035
2669	NEURL2	0.0117778279006553	-0.0397159669341458
2670	ZSWIM3	0.140995386187831	-0.104708899603951
2671	WFDC10A	0.905941887430521	-0.0559468314252911
2672	BANF2	0.431111628845544	0.101011770752177
2673	NANP	0.876834669858994	0.0382567979287389
2674	DEFB127	1.26840135909027	-0.078728873170192
2675	SCP2D1	0.0701494367405133	-0.0177909642659342
2676	WFDC6	1.30409162977464	0.00392188376390971
2677	C20orf173	0.125592860457141	0.0448947874310761
2678	RIPOR3	0.0517446754797816	-0.0436831859691716
2679	CST11	0.0309750868486891	0.156263044746465
2680	DEFB129	0.135538515902463	0.192156063086482
2681	ZNF280B	0.0961471399846699	0.123660761375384
2682	SIRPA	0.934464571535331	0.019715899727637
2683	PABPC5	0.387453701999291	0.122025168046116
2684	SREK1	0.267581013378421	-0.143145269448635
2685	RBBP8NL	0.694594166678874	-0.035985167949361
2686	CNBD2	0.169773653002118	0.146654386557817
2687	STK35	0.00439256723857556	-0.0913735628075537
2688	R3HDML	0.28156914298352	-0.175998686663202
2689	DCANP1	0.25038368715753	0.0200752891086986
2690	ADPRH	0.679595573052028	0.0841835799684428
2691	CRYAB	0.135430476169718	0.117709432526672
2692	CRYBA1	0.107605428037203	-0.0133055975927293
2693	CRYBA4	1.98739658642186	-0.0106425627025892
2694	CRYBB1	0.0776358900594921	-0.121946069312234
2695	CRYBB2	0.241791418370947	0.0263252239820721
2696	CRYBB3	0.269521923691666	0.0479886494806334
2697	CRYGA	0.865025412763111	-0.232828520856009
2698	CRYGB	0.706686863431254	-0.197465112580784
2699	PARP1	0.830220090443855	-0.0557021336261374
2700	CRYGC	0.039064603005138	0.200335998284812
2701	CRYGD	0.00757287057681761	-0.0274757741862263
2702	MIB2	0.225424500871831	0.0322690211948037
2703	DUSP19	0.626706857099228	-0.0595350236369346
2704	SLC34A3	0.345177883934818	0.0111222504730085
2705	ITLN2	0.367151870553226	0.284367884263544
2706	RAB40A	0.161301881744217	0.161901188244131
2707	ASB15	0.846872142658529	-0.205952460566162
2708	ASB14	0.230674788932367	-0.0646120344994793
2709	ASB12	0.548606755652147	-0.10605424787297
2710	CRYGS	1.1303929561464	0.0732584399007618
2711	ACSM6	0.261350777780947	0.0794542863957556
2712	SAMD8	0.14348614405618	0.00688943671499642
2713	CRYZ	0.611574667361021	0.0107328899483897
2714	LIPJ	1.005262674359	0.0816604735148857
2715	TRUB1	0.00918977220977363	-0.0511577668860816
2716	PARP4	0.555613442272294	-0.0670388339784064
2717	MPP7	0.500603474015597	-0.0201244609002697
2718	CS	0.217892847228178	-0.135351641104246
2719	FRMPD2	0.6047581962943	0.10681804240204
2720	VTI1A	0.0107708012218736	0.00316541803472118
2721	MAPK14	1.74432085388753	0.0402118747517123
2722	EIF5AL1	1.25678234982279	-0.144478746215683
2723	HECTD2	1.62893369334147	0.063273044503199
2724	FGFBP3	0.203732199574926	0.0062487681482682
2725	CACUL1	0.230140814026777	-0.0776171374771034
2726	CSE1L	0.773723884489495	-1.15591553383107
2727	SYT9	0.0450638024286228	-0.00302497824596449
2728	LDLRAD3	0.213548652654635	-0.101742153876054
2729	PSMA8	0.894755141444808	-0.0554851545232924
2730	CSF1	0.104794167813337	0.104386385084128
2731	C11orf40	0.434838233794854	-0.124747562972165
2732	OR52I2	0.340502042994477	0.0427184808637989
2733	OR51E1	0.430051122239824	-0.0703237022580898
2734	XRRA1	0.362890162749075	-0.591446751189773
2735	CSF1R	1.16219994700803	-0.150750623544231
2736	UBQLNL	0.318480301061197	-0.17306551336623
2737	MUC15	0.313457080340646	0.0404363317809581
2738	FAM76B	0.353561694069291	-0.0665732831448265
2739	SESN3	1.27895526666268	-0.056663374260726
2740	PIWIL4	0.0327479045371532	-0.0512223153023066
2741	CSF2	0.242004518831813	-0.115458626639955
2742	CSF2RA	0.614852376171553	-0.107613564674913
2743	ARHGAP42	0.082433743944814	-0.175659181113133
2744	KBTBD3	0.67050866012385	0.018722708413687
2745	KDELC2	0.108748358629967	0.136526486351922
2746	CSF2RB	0.0108916816594414	-0.0802986164372027
2747	LAYN	0.111711328613782	0.0492144824106057
2748	TTC36	0.0801629042295197	0.0179478124151617
2749	CSF3	0.560717318435318	0.0958491287555763
2750	CSF3R	0.224163251842639	-0.0504568918230694
2751	PLEKHA7	0.347341666678534	-0.0592080738036988
2752	SPTY2D1	0.446062963545676	-0.00490447580379528
2753	TMEM86A	0.242671238063624	-0.0548287571065582
2754	OR10A5	0.775529564405856	0.0163362743915164
2755	DNHD1	0.426921973699526	-0.0815117730944288
2756	PRICKLE1	0.0601348993343924	-0.0340466717409494
2757	AMDHD1	0.021924988980818	0.0370150893816343
2758	SLC2A14	0.486125301858962	0.152528456732228
2759	CSH1	0.0670155221836321	-0.0775332321272155
2760	BCDIN3D	0.99525508345228	-0.062179456037839
2761	ALG10B	0.408514638724072	-0.340992533362342
2762	CSH2	0.189660533659542	0.182584239080792
2763	GLIPR1L2	0.13535451834092	-0.288456331217404
2764	ZNF664	0.108998806520241	0.118183522825192
2765	ETFRF1	0.8073624173773	0.100233359177533
2766	CSHL1	0.271109513123333	0.0535002767262473
2767	CPNE8	0.35189115985318	-0.106820029005731
2768	WDR66	0.0297188056293916	0.0599190228679898
2769	BEST3	0.698700881010049	-0.0217842289622812
2770	E2F7	0.134386130108031	0.0617434571763792
2771	CSK	0.459903787648397	0.0472275602059164
2772	KRT80	0.492773583139512	0.154781774109388
2773	CFAP54	0.536100911563184	-0.0083706044640674
2774	A2ML1	0.00876849150698661	0.178660628694605
2775	C12orf66	0.0273660813812768	0.0174713924067896
2776	CSN1S1	0.150571560561739	-0.217264013615122
2777	C12orf60	0.837461681103363	0.0676285142451075
2778	FBXL14	0.250132049328853	-0.0181532205908045
2779	CSN2	0.0805177349618419	0.0511733587626584
2780	RAD9B	0.468575646934571	-0.168258894158923
2781	CSN3	0.114641047711286	0.196813587505064
2782	LACC1	0.706212756287766	-0.142207123072003
2783	HNRNPA1L2	1.17272988162527	0.116206865745036
2784	ST13P4	0.169965295928391	0.100287059768627
2785	B3GLCT	0.412524029749897	-0.213002690811464
2786	CSNK1A1	1.94000271568223	-0.40593362250786
2787	RDH12	0.266736508271662	-0.0216362869883934
2788	GSC	0.570337135886407	-0.0755005510983671
2789	SERPINA12	0.114020430032182	-0.00282097242667471
2790	PRIMA1	0.361409643281843	-0.0671576041829194
2791	MIPOL1	0.667363467476712	-0.0491506965379164
2792	CSNK1D	1.51246764123298	-0.111063596319925
2793	SLC38A6	1.27557016658741	-0.0638704397789656
2794	CSNK1E	0.497869091642832	0.0752066027278949
2795	C14orf37	0.100114725670138	-0.686892501218222
2796	ABHD12B	1.05779522485824	0.0141956599587404
2797	PTGR2	0.0771290791280999	-0.0207993931921846
2798	FAM161B	0.649702340726728	-0.136016344123205
2799	LRRC74A	0.156983348158038	0.0677928663920954
2800	CSNK1G2	0.0122045745239516	-0.0241143898083392
2801	ISM2	0.0546098403001417	-0.40350942570902
2802	CEP128	0.436391794646433	-0.143571160214094
2803	MDP1	0.342314657393911	0.185941437275559
2804	TTC7B	0.16147858022448	-0.0266317765063494
2805	LRFN5	1.02685830063475	-0.0281750593552534
2806	CSNK1G3	0.881616553190392	-0.0321196901306964
2807	CSNK2A1	0.00609798305876569	0.00606820956488099
2808	LYSMD4	0.0198176736916027	0.0895716568151156
2809	FAM81A	0.68249614894848	0.0106903410230602
2810	GCOM1	0.876916156407507	-0.0880966437784134
2811	C15orf65	0.00247103200758801	-0.0329313033351506
2812	C15orf61	0.459938579073783	-0.118137868101179
2813	HAPLN3	1.02581494741611	-0.0952247817371121
2814	MESP2	0.0186746253811836	0.0846092444230852
2815	CSNK2A2	0.0951703944997797	-0.101701835660452
2816	TMCO5A	0.995229336009589	-0.0136805925225626
2817	SPATA8	1.38778455293231	-0.122235376257612
2818	NRG4	0.572032308567426	-0.0149050680099726
2819	ADRA1D	0.103938908528575	-0.0881099868698923
2820	CSNK2B	0.163265688072351	-0.384380060255237
2821	ZSCAN29	1.11864809653443	-0.140198501286653
2822	TTBK2	0.202170437962811	0.0192305555826687
2823	CDAN1	0.901569170508834	0.103906047423274
2824	OTOA	0.216267728012161	-0.0022625948283668
2825	VCAN	1.74503898977442	-0.137107814508346
2826	CARMIL2	0.694057586149645	-0.216761584475115
2827	KCTD19	0.618930265487105	-0.0286550360676388
2828	CMTM4	0.606224186219359	-0.112829146385008
2829	CMTM2	0.600184809970205	0.146168640617691
2830	TEKT5	0.856886446849783	0.107891345764333
2831	NCAN	0.635120748002403	0.00319771486691446
2832	RNF151	1.03743951880109	-0.480474156925977
2833	FBXL16	0.298171842827715	-0.065888622699154
2834	CSPG4	0.182818300424987	-0.0103186117858287
2835	IL34	0.262842318222988	-0.55915369488894
2836	ZNF597	0.0185405872190629	0.0866113877629763
2837	TMED6	0.161185951147985	0.125187589763855
2838	CSRP1	0.174982431457351	-0.135293844067611
2839	ZNF785	0.457394366804123	0.165434378741673
2840	ZNF688	0.954202476632978	-0.133103320396911
2841	PRSS36	0.30716151851067	-0.0605960223307378
2842	C16orf89	1.16791979653024	-0.197119420975456
2843	C16orf71	0.353085651332759	-0.18991093310191
2844	CSRP2	0.0444383684885529	-0.0918616664919292
2845	MGAT5B	0.405973032602411	-0.0955285903280895
2846	TOM1L2	0.0224822646300637	0.0373447590099743
2847	B3GNTL1	0.0319327221774531	-0.0124264205488632
2848	RBFOX3	0.304008495290903	-0.022627482374931
2849	CD300LF	0.477842476786367	-0.00750382911246295
2850	C17orf77	0.665872722992252	-0.170215637562294
2851	DNAH2	0.504826790922735	0.0128643419100078
2852	RTN4RL1	0.13306125914179	-0.0977900400157311
2853	EFCAB3	0.7866489580773	0.15675927052746
2854	SLC25A10	0.656505254809413	-0.0446991552676541
2855	SLC47A2	0.881070676664699	-0.096255839072525
2856	CFAP52	0.0668928660695485	-0.14856615032908
2857	CCDC42	0.803696390415852	0.221504326218744
2858	PIK3R6	0.0386935429311897	0.0516914853238443
2859	SLFN13	1.12767637134722	0.103250763357356
2860	SLC35G3	0.536326838931107	0.163922205889791
2861	UNC45B	0.695615887913976	-0.0488384560529164
2862	CD300LG	0.153134728749464	-0.00610374221353033
2863	CST1	0.0228592550187046	-0.138737001193467
2864	KIF18B	0.323596709773329	-0.146898927645023
2865	RUNDC1	0.546166008472834	0.102881283256975
2866	EME1	0.48660100827826	-0.050208658722631
2867	ADRA1B	0.0160490792061647	0.0435749574333742
2868	CST2	0.341454395958476	0.100938269068596
2869	TMEM199	0.077806649860387	-0.0345883940728646
2870	PROCA1	0.383321471336934	0.0716098745223788
2871	DHRS13	1.06149694385912	-0.240598183453073
2872	KCTD11	0.374379253967727	0.0392697516875174
2873	CST3	0.588881722890084	-0.0503920844034817
2874	NOTUM	0.156498564570783	-0.0196471953730635
2875	TMC8	0.103710671816896	0.0125459497351872
2876	TRIM16L	0.545591480303043	0.20529336461979
2877	WIPF2	0.0396908220596449	-0.239180596227285
2878	KRT25	1.10893155359583	0.0111567439403853
2879	CST4	0.840217478312128	0.14535231238089
2880	KRT17P1	2.25209394735571	0.0129842024754798
2881	C18orf15;RPL23AP53	0.562887074490623	0.384533981918667
2882	CST5	0.649122283571126	-0.113066583324772
2883	STARD6	0.0217404687063528	0.102808587580841
2884	C18orf25	0.234554534754735	-0.102663035246568
2885	CCBE1	1.2331546772222	0.06952902987997
2886	CBLN2	0.187231697812961	0.131590413640383
2887	CST6	0.876580376267044	0.0160253360394685
2888	SLC25A52	0.204153454677919	0.0732942699736362
2889	ANKRD29	0.246050921485922	0.034246697299198
2890	APCDD1	0.606240964157264	0.066771366184092
2891	CSTA	0.0541702315127158	0.0300769210184306
2892	CSTB	0.857587519139199	0.031184396061087
2893	VSIG10L	0.576571765099764	-0.219685628273302
2894	SPACA6	1.05628764903344	0.134851430714421
2895	ZNF480	0.5600759923295	-0.0932684912814522
2896	ZNF534	0.259502245811094	0.0806968368205594
2897	ZNF578	0.935958803965545	-0.039137157108079
2898	ERVV-1	0.180821214292055	0.0648995011269834
2899	C19orf18	0.837515864805463	-0.0623757865158841
2900	ZNF418	0.0889407606310778	0.0385090576080904
2901	ZNF417	0.788923568791894	-0.07913487829318
2902	ZNF548	0.151420127792433	-0.0810107649403739
2903	PPM1N	0.393966525463897	0.027658693854719
2904	CSTF1	0.216090562435115	-0.0600830866841266
2905	KLC3	0.0585189059818898	-0.0854720495273606
2906	ZNF560	0.0200016387022706	-0.0449200731336922
2907	HIPK4	0.0355986704570693	0.0185048548945189
2908	TMC4	0.933456816090541	-0.0471867010014324
2909	CSTF2	0.686475487764556	0.00867010850854528
2910	TPM3P9	2.60788083642263	0.173210243956284
2911	ZNF524	0.139958641283828	-0.180624120804946
2912	ZNF784	0.336901949648272	0.0414252919193265
2913	ZNF563	0.197804460007281	0.0401271979835863
2914	SPC24	0.217365694068438	-1.1281267834805
2915	CCDC155	0.0321567090890723	-0.0883039253131088
2916	CSTF3	0.190153695791764	-0.0199339513973267
2917	SIX5	0.149428616593491	-0.0233247695230684
2918	IGFL2	0.426041402027363	0.108378976380396
2919	ZNF420	0.230413552190532	0.00882629247047529
2920	ZNF565	0.634057525717466	0.0946796855807724
2921	NLRP4	0.318662141860326	-0.038501743875045
2922	ZNF542P	0.343765285436719	0.038029083852377
2923	ZNF582	0.220880723416001	0.171873561519236
2924	ZNF583	0.261658971264553	0.123728242451558
2925	FAM98C	0.000172051563287565	0.0317692741771141
2926	CAPN12	2.00108985192828	0.143551423586853
2927	DPY19L3	0.28034088238432	-0.137524054454611
2928	ADRA1A	0.531385897971294	-0.045887937657833
2929	LGALS16	0.350042763272862	-0.185744149259313
2930	TTC9B	1.54731020098055	-0.0325594587425761
2931	TICAM1	0.726614291594212	-0.0156212684448383
2932	CIRBP-AS1	0.132564919396519	0.0314419883445897
2933	ZNRF4	0.232009982703434	-0.055442881886542
2934	ZNF599	0.0304868307301954	0.065340049643044
2935	FAM187B	0.0122075207431308	-0.0856431193119098
2936	CILP2	0.331826073367778	-0.0107256186748095
2937	ZNF558	1.90972909135915	0.111373988419
2938	CDC42EP5	0.790491583433885	-0.0181309267164464
2939	ZNF98	0.0101462180425968	0.0573354208074968
2940	NKX2-5	0.610254159846329	-0.0108607964538921
2941	ZNF738	0.151625828820591	0.00353073283000288
2942	ZNF714	0.83141676525704	0.0422541805188828
2943	ZNF681	0.117731117201551	0.174641925100407
2944	ATP8B3	0.0956458239258289	-0.0347803329141438
2945	DIRAS1	0.0982696544795692	0.0317015527166965
2946	ZNF555	2.03549303018721	-0.214538798440809
2947	ZNF569	0.458690163362908	-0.108487899369732
2948	ZNF570	0.678384523452134	0.364405494743459
2949	SYT6	0.279015913223665	0.0916382940602068
2950	C1orf74	0.282341424547334	0.0621113436892941
2951	CREB3L4	0.727405246788207	-0.0432884972578659
2952	BROX	0.485711203498962	0.136382132151069
2953	SAMD13	0.668144650869676	0.0292217069943615
2954	PHF13	0.455682874262293	-0.151621153969188
2955	CTAG1B;CTAG1A	0.120384793221224	-0.0209834001338051
2956	CIART	0.322310772990183	0.0452160829612142
2957	TMEM56	0.581709772104537	0.106193401196683
2958	UBE2U	0.00153298838920318	0.0640170845057291
2959	CTBS	1.06228356953585	0.0283634341143552
2960	SLC35F3	1.04606464538181	0.0212399929966282
2961	CTBP1	0.529297169288542	0.00348572674491013
2962	PTPRVP	0.204712665339127	0.130393381262018
2963	HFE2	0.0181218007761113	-0.070193906714298
2964	ANKRD35	0.0484169682232024	0.0740106070870555
2965	FAM163A	0.075990533210384	0.0430738722442292
2966	B3GALNT2	0.20347808588048	0.0237563668876382
2967	CTBP2	0.3143569144128	-0.00891911072111021
2968	MFSD4A	0.812991511720131	-0.131381421742256
2969	PM20D1	0.979455994897827	0.00329097924211386
2970	GCSAML	1.07432102020924	-0.0613580199306378
2971	SLC30A7	0.171549586558306	-0.0726341375349299
2972	CCDC27	0.213364328669636	0.0752627711875925
2973	ZNF436-AS1	0.621986143009858	0.141366010099823
2974	CTF1	0.554333433523749	-0.307911394235955
2975	MOB3C	0.0695149702336287	0.0278360329086004
2976	GLIS1	2.04430530894005	0.010496413262641
2977	CTGF	0.213244073631812	-0.101278856660134
2978	RC3H1	0.396721005010979	0.0410109776563968
2979	ZNF362	1.99039543121391	0.0153802848223155
2980	DCST1	0.198591379955683	0.0387869631920793
2981	CTH	0.479918305738629	-0.0452435311584664
2982	CNIH3	0.117070421846577	0.101318876491863
2983	LINC01341	0.65527519236853	-0.173896912631796
2984	MANEAL	0.130645132663205	-0.138850783947152
2985	IL23R	0.160039538763666	-0.0274787871688281
2986	CTLA4	0.111483330003555	-0.184459869157253
2987	EXOC8	0.0350395082655007	0.0300279325218164
